"drug1_id","drug1_name","condition_id","condition_name","drug2_id","drug2_name","scores"
"DB00654","Latanoprost","D009798","glaucoma, suspect","DB00373","Timolol",0.922035694122314
"DB00654","Latanoprost","D009798","glaucoma, suspect","DB01194","Brinzolamide",0.892004728317261
"DB00654","Latanoprost","D009798","glaucoma, suspect","DB00287","Travoprost",0.754301309585571
"DB01194","Brinzolamide","D009798","glaucoma, suspect","DB00654","Latanoprost",0.892004728317261
"DB01194","Brinzolamide","D009798","glaucoma, suspect","DB00484","Brimonidine",0.874950110912323
"DB00482","Celecoxib","D059787","acute pain","DB00316","Acetaminophen",0.475342690944672
"DB00503","Ritonavir","D006526","hepatitis c","DB00932","Tipranavir",0.707181394100189
"DB00503","Ritonavir","D006526","hepatitis c","DB06448","Lonafarnib",0.411159634590149
"DB00503","Ritonavir","D006505","hepatitis","DB06448","Lonafarnib",0.939009964466095
"DB00503","Ritonavir","D006505","hepatitis","DB00932","Tipranavir",0.933063566684723
"DB11823","Esketamine","D003863","depression","DB01221","Ketamine",0.845809638500214
"DB11823","Esketamine","D003866","depression, endogenous","DB01221","Ketamine",0.866736948490143
"DB11823","Esketamine","D061218","depressive disorder, treatment-resistant","DB01221","Ketamine",0.801492393016815
"DB00073","Rituximab","D008223","lymphoma","DB16222","Loncastuximab tesirine",0.978847980499268
"DB00073","Rituximab","D008223","lymphoma","DB12240","Polatuzumab vedotin",0.891481578350067
"DB00073","Rituximab","D008223","lymphoma","DB06317","Elotuzumab",0.881419360637665
"DB08935","Obinutuzumab","D008223","lymphoma","DB15035","Zanubrutinib",0.935890555381775
"DB08935","Obinutuzumab","D008223","lymphoma","DB09054","Idelalisib",0.915310740470886
"DB08935","Obinutuzumab","D008223","lymphoma","DB06769","Bendamustine",0.903355002403259
"DB00959","Methylprednisolone","D001168","arthritis","DB00281","Lidocaine",0.760486662387848
"DB00959","Methylprednisolone","D001168","arthritis","DB00296","Ropivacaine",0.656701028347015
"DB00959","Methylprednisolone","D001172","rheumatoid arthritis","DB00281","Lidocaine",0.634855091571808
"DB00959","Methylprednisolone","D001172","rheumatoid arthritis","DB00296","Ropivacaine",0.22159817814827
"DB00051","Adalimumab","D001168","arthritis","DB15091","Upadacitinib",0.863771975040436
"DB00051","Adalimumab","D001168","arthritis","DB00563","Methotrexate",0.853917002677917
"DB00051","Adalimumab","D001168","arthritis","DB01041","Thalidomide",0.841593205928802
"DB00051","Adalimumab","D001172","rheumatoid arthritis","DB15091","Upadacitinib",0.831044733524323
"DB00051","Adalimumab","D001172","rheumatoid arthritis","DB00563","Methotrexate",0.786771297454834
"DB00051","Adalimumab","D001172","rheumatoid arthritis","DB01041","Thalidomide",0.2451331615448
"DB00005","Etanercept","D001168","arthritis","DB06803","Niclosamide",0.893526792526245
"DB00005","Etanercept","D001168","arthritis","DB00563","Methotrexate",0.872367560863495
"DB00005","Etanercept","D001168","arthritis","DB06643","Denosumab",0.838911831378937
"DB00005","Etanercept","D001172","rheumatoid arthritis","DB00563","Methotrexate",0.896227598190308
"DB00005","Etanercept","D001172","rheumatoid arthritis","DB06643","Denosumab",0.846116304397583
"DB00005","Etanercept","D001172","rheumatoid arthritis","DB06803","Niclosamide",0.810554623603821
"DB00073","Rituximab","D001168","arthritis","DB08879","Belimumab",0.818840563297272
"DB00073","Rituximab","D001168","arthritis","DB00563","Methotrexate",0.782230079174042
"DB00073","Rituximab","D001168","arthritis","DB00531","Cyclophosphamide",0.446502268314362
"DB00073","Rituximab","D001172","rheumatoid arthritis","DB08879","Belimumab",0.766020536422729
"DB00073","Rituximab","D001172","rheumatoid arthritis","DB00563","Methotrexate",0.673284113407135
"DB00073","Rituximab","D001172","rheumatoid arthritis","DB00531","Cyclophosphamide",0.169476583600044
"DB00563","Methotrexate","D001168","arthritis","DB11988","Ocrelizumab",0.905230700969696
"DB00563","Methotrexate","D001168","arthritis","DB01166","Cilostazol",0.877974569797516
"DB00563","Methotrexate","D001168","arthritis","DB00005","Etanercept",0.872367560863495
"DB00563","Methotrexate","D001172","rheumatoid arthritis","DB00005","Etanercept",0.896227598190308
"DB00563","Methotrexate","D001172","rheumatoid arthritis","DB11988","Ocrelizumab",0.89552515745163
"DB00563","Methotrexate","D001172","rheumatoid arthritis","DB01166","Cilostazol",0.858546614646912
"DB01222","Budesonide","D013577","syndrome","DB09113","Poractant alfa",0.75523716211319
"DB01222","Budesonide","D013577","syndrome","DB00471","Montelukast",0.687095105648041
"DB01222","Budesonide","D013577","syndrome","DB00983","Formoterol",0.229833692312241
"DB00331","Metformin","D003920","diabetes mellitus","DB06203","Alogliptin",0.927699506282806
"DB00331","Metformin","D003920","diabetes mellitus","DB04876","Vildagliptin",0.921716690063477
"DB00331","Metformin","D003920","diabetes mellitus","DB00222","Glimepiride",0.918508648872375
"DB00331","Metformin","D003924","diabetes mellitus, non-insulin-dependent","DB06203","Alogliptin",0.905119061470032
"DB00331","Metformin","D003924","diabetes mellitus, non-insulin-dependent","DB04876","Vildagliptin",0.904013335704803
"DB00331","Metformin","D003924","diabetes mellitus, non-insulin-dependent","DB00222","Glimepiride",0.901605129241943
"DB09038","Empagliflozin","D003920","diabetes mellitus","DB06655","Liraglutide",0.906641006469727
"DB09038","Empagliflozin","D003920","diabetes mellitus","DB13928","Semaglutide",0.901049613952637
"DB09038","Empagliflozin","D003920","diabetes mellitus","DB08882","Linagliptin",0.863127827644348
"DB09038","Empagliflozin","D003924","diabetes mellitus, non-insulin-dependent","DB13928","Semaglutide",0.872571349143982
"DB09038","Empagliflozin","D003924","diabetes mellitus, non-insulin-dependent","DB06655","Liraglutide",0.865172445774078
"DB09038","Empagliflozin","D003924","diabetes mellitus, non-insulin-dependent","DB06292","Dapagliflozin",0.844275832176208
"DB08882","Linagliptin","D003920","diabetes mellitus","DB09038","Empagliflozin",0.863127827644348
"DB08882","Linagliptin","D003920","diabetes mellitus","DB00046","Insulin lispro",0.818335175514221
"DB08882","Linagliptin","D003920","diabetes mellitus","DB00316","Acetaminophen",0.808273375034332
"DB08882","Linagliptin","D003924","diabetes mellitus, non-insulin-dependent","DB00046","Insulin lispro",0.857463002204895
"DB08882","Linagliptin","D003924","diabetes mellitus, non-insulin-dependent","DB00331","Metformin",0.831069350242615
"DB08882","Linagliptin","D003924","diabetes mellitus, non-insulin-dependent","DB09038","Empagliflozin",0.800266206264496
"DB00747","Scopolamine","D003863","depression","DB01175","Escitalopram",0.859099745750427
"DB00747","Scopolamine","D003863","depression","DB01221","Ketamine",0.787608981132507
"DB00747","Scopolamine","D003866","depression, endogenous","DB01175","Escitalopram",0.822389423847198
"DB00747","Scopolamine","D003866","depression, endogenous","DB01221","Ketamine",0.77428662776947
"DB00747","Scopolamine","D001714","bipolar disorder","DB01175","Escitalopram",0.107344709336758
"DB00747","Scopolamine","D001714","bipolar disorder","DB01221","Ketamine",0.104030534625053
"DB09068","Vortioxetine","D003863","depression","DB00659","Acamprosate",0.943034410476685
"DB00544","Fluorouracil","D002578","dysplasia, cervical","DB00724","Imiquimod",0.893775224685669
"DB00544","Fluorouracil","D002578","dysplasia, cervical","DB01005","Hydroxyurea",0.227138057351112
"DB00669","Sumatriptan","D008881","cervical migraine syndrome","DB01020","Isosorbide mononitrate",0.909068822860718
"DB00669","Sumatriptan","D008881","cervical migraine syndrome","DB00952","Naratriptan",0.903473615646362
"DB00669","Sumatriptan","D008881","cervical migraine syndrome","DB01166","Cilostazol",0.879509627819061
"DB09037","Pembrolizumab","D001943","malignant neoplasm of breast","DB00834","Mifepristone",0.745834231376648
"DB09037","Pembrolizumab","D001943","malignant neoplasm of breast","DB09074","Olaparib",0.727675378322601
"DB09037","Pembrolizumab","D001943","malignant neoplasm of breast","DB01101","Capecitabine",0.672649919986725
"DB09037","Pembrolizumab","D015179","colorectal carcinoma","DB09074","Olaparib",0.820862114429474
"DB09037","Pembrolizumab","D015179","colorectal carcinoma","DB01294","Bismuth subsalicylate",0.802269279956818
"DB09037","Pembrolizumab","D015179","colorectal carcinoma","DB06176","Romidepsin",0.726531088352203
"DB09037","Pembrolizumab","D008545","melanoma","DB06186","Ipilimumab",0.800279080867767
"DB09037","Pembrolizumab","D008545","melanoma","DB00022","Peginterferon alfa-2b",0.799229085445404
"DB09037","Pembrolizumab","D008545","melanoma","DB09078","Lenvatinib",0.777704238891602
"DB09037","Pembrolizumab","D002294","carcinoma, squamous cell","DB11703","Acalabrutinib",0.77773505449295
"DB09037","Pembrolizumab","D002294","carcinoma, squamous cell","DB09078","Lenvatinib",0.768511414527893
"DB09037","Pembrolizumab","D002294","carcinoma, squamous cell","DB06809","Plerixafor",0.754663527011871
"DB09037","Pembrolizumab","D010051","neoplasm, ovarian","DB00004","Denileukin diftitox",0.851850867271423
"DB09037","Pembrolizumab","D010051","neoplasm, ovarian","DB09074","Olaparib",0.844438970088959
"DB09037","Pembrolizumab","D010051","neoplasm, ovarian","DB12489","Mirvetuximab soravtansine",0.842937231063843
"DB09037","Pembrolizumab","D000077216","carcinoma, ovarian epithelial","DB00004","Denileukin diftitox",0.930617988109589
"DB09037","Pembrolizumab","D000077216","carcinoma, ovarian epithelial","DB09074","Olaparib",0.924815654754639
"DB09037","Pembrolizumab","D000077216","carcinoma, ovarian epithelial","DB12489","Mirvetuximab soravtansine",0.885460019111633
"DB09037","Pembrolizumab","D064726","triple negative breast neoplasms","DB00834","Mifepristone",0.728571832180023
"DB09037","Pembrolizumab","D064726","triple negative breast neoplasms","DB00531","Cyclophosphamide",0.648211359977722
"DB09037","Pembrolizumab","D064726","triple negative breast neoplasms","DB09074","Olaparib",0.637469530105591
"DB09037","Pembrolizumab","D000077195","oropharyngeal squamous cell carcinoma","DB00820","Tadalafil",0.846029996871948
"DB09037","Pembrolizumab","D000077195","oropharyngeal squamous cell carcinoma","DB06809","Plerixafor",0.817385613918304
"DB09037","Pembrolizumab","D000077195","oropharyngeal squamous cell carcinoma","DB11703","Acalabrutinib",0.776660919189453
"DB00997","Doxorubicin","D002277","carcinoma","DB00965","Ethiodized oil",0.826570987701416
"DB00997","Doxorubicin","D002277","carcinoma","DB00515","Cisplatin",0.687074422836304
"DB00997","Doxorubicin","D002277","carcinoma","DB09037","Pembrolizumab",0.601671576499939
"DB00997","Doxorubicin","D001943","malignant neoplasm of breast","DB00531","Cyclophosphamide",0.691870748996735
"DB00997","Doxorubicin","D001943","malignant neoplasm of breast","DB00331","Metformin",0.671018183231354
"DB00997","Doxorubicin","D001943","malignant neoplasm of breast","DB01229","Paclitaxel",0.589888095855713
"DB00997","Doxorubicin","D015179","colorectal carcinoma","DB00515","Cisplatin",0.175611197948456
"DB00997","Doxorubicin","D010051","neoplasm, ovarian","DB09037","Pembrolizumab",0.558634221553802
"DB00997","Doxorubicin","D010051","neoplasm, ovarian","DB00112","Bevacizumab",0.546471655368805
"DB00997","Doxorubicin","D010051","neoplasm, ovarian","DB00441","Gemcitabine",0.141592100262642
"DB00997","Doxorubicin","D000077216","carcinoma, ovarian epithelial","DB09037","Pembrolizumab",0.660572052001953
"DB00997","Doxorubicin","D000077216","carcinoma, ovarian epithelial","DB00112","Bevacizumab",0.458997964859009
"DB09035","Nivolumab","D002294","carcinoma, squamous cell","DB14851","Relatlimab",0.984054386615753
"DB09035","Nivolumab","D002294","carcinoma, squamous cell","DB06186","Ipilimumab",0.864705979824066
"DB09035","Nivolumab","D002294","carcinoma, squamous cell","DB00515","Cisplatin",0.76879471540451
"DB00820","Tadalafil","D002294","carcinoma, squamous cell","DB09037","Pembrolizumab",0.721586406230927
"DB00820","Tadalafil","D000077195","oropharyngeal squamous cell carcinoma","DB09037","Pembrolizumab",0.846029996871948
"DB09331","Daratumumab","D009101","multiple myeloma","DB08910","Pomalidomide",0.909348607063293
"DB09331","Daratumumab","D009101","multiple myeloma","DB01234","Dexamethasone",0.883517861366272
"DB09331","Daratumumab","D009101","multiple myeloma","DB11714","Durvalumab",0.819440841674805
"DB09331","Daratumumab","D054219","plasma cell neoplasm","DB08910","Pomalidomide",0.974938631057739
"DB09331","Daratumumab","D054219","plasma cell neoplasm","DB01234","Dexamethasone",0.972133278846741
"DB09331","Daratumumab","D054219","plasma cell neoplasm","DB11714","Durvalumab",0.935566484928131
"DB00503","Ritonavir","D015658","hiv infections","DB01264","Darunavir",0.894130229949951
"DB00503","Ritonavir","D015658","hiv infections","DB01319","Fosamprenavir",0.873085856437683
"DB00503","Ritonavir","D015658","hiv infections","DB01072","Atazanavir",0.867522895336151
"DB01072","Atazanavir","D015658","hiv infections","DB09065","Cobicistat",0.924619138240814
"DB01072","Atazanavir","D015658","hiv infections","DB00709","Lamivudine",0.895547151565552
"DB01072","Atazanavir","D015658","hiv infections","DB00503","Ritonavir",0.867522895336151
"DB00640","Adenosine","D006331","heart diseases","DB06213","Regadenoson",0.965672850608826
"DB00640","Adenosine","D006331","heart diseases","DB00975","Dipyridamole",0.904673933982849
"DB00640","Adenosine","D006331","heart diseases","DB00633","Dexmedetomidine",0.763701856136322
"DB00640","Adenosine","D050197","atherosclerosis","DB06213","Regadenoson",0.494891971349716
"DB00640","Adenosine","D017202","myocardial ischemia","DB06213","Regadenoson",0.862549006938934
"DB00640","Adenosine","D017202","myocardial ischemia","DB00975","Dipyridamole",0.199083104729652
"DB00640","Adenosine","D003324","coronary arteriosclerosis","DB06213","Regadenoson",0.910395503044128
"DB00640","Adenosine","D003324","coronary arteriosclerosis","DB00975","Dipyridamole",0.421535789966583
"DB00640","Adenosine","D007511","ischemia","DB06213","Regadenoson",0.576041281223297
"DB00640","Adenosine","D007511","ischemia","DB00975","Dipyridamole",0.105323448777199
"DB09034","Suvorexant","D001714","bipolar disorder","DB00422","Methylphenidate",0.245539337396622
"DB00008","Peginterferon alfa-2a","D006506","hepatitis a","DB01265","Telbivudine",0.932048618793488
"DB00008","Peginterferon alfa-2a","D006506","hepatitis a","DB13868","Adefovir",0.915199041366577
"DB00008","Peginterferon alfa-2a","D006506","hepatitis a","DB00022","Peginterferon alfa-2b",0.907865583896637
"DB00008","Peginterferon alfa-2a","D006509","hepatitis b","DB13868","Adefovir",0.969683825969696
"DB00008","Peginterferon alfa-2a","D006509","hepatitis b","DB00442","Entecavir",0.93574470281601
"DB00008","Peginterferon alfa-2a","D006509","hepatitis b","DB14126","Tenofovir",0.905453443527222
"DB00008","Peginterferon alfa-2a","D019694","hepatitis b, chronic","DB14126","Tenofovir",0.927013158798218
"DB00008","Peginterferon alfa-2a","D019694","hepatitis b, chronic","DB00442","Entecavir",0.921018719673157
"DB00008","Peginterferon alfa-2a","D019694","hepatitis b, chronic","DB13868","Adefovir",0.881802916526794
"DB00008","Peginterferon alfa-2a","D006505","hepatitis","DB01265","Telbivudine",0.980984926223755
"DB00008","Peginterferon alfa-2a","D006505","hepatitis","DB00442","Entecavir",0.973045766353607
"DB00008","Peginterferon alfa-2a","D006505","hepatitis","DB13868","Adefovir",0.97192656993866
"DB00008","Peginterferon alfa-2a","D006521","hepatitis, chronic","DB13868","Adefovir",0.935794293880463
"DB00008","Peginterferon alfa-2a","D006521","hepatitis, chronic","DB14126","Tenofovir",0.932618618011475
"DB00008","Peginterferon alfa-2a","D006521","hepatitis, chronic","DB00022","Peginterferon alfa-2b",0.897426009178162
"DB00555","Lamotrigine","D004827","epilepsy","DB01076","Atorvastatin",0.760152757167816
"DB00555","Lamotrigine","D004827","epilepsy","DB01202","Levetiracetam",0.663392961025238
