"drug1_id","drug1_name","drug2_id","drug2_name","condition_id","condition_name","scores"
"DB08912","Dabrafenib","DB08881","Vemurafenib","D001943","malignant neoplasm of breast",0.18779123
"DB01006","Letrozole","DB01268","Sunitinib","D001943","malignant neoplasm of breast",0.18764594
"DB00741","Hydrocortisone","DB01026","Ketoconazole","D001943","malignant neoplasm of breast",0.18484811
"DB01030","Topotecan","DB00317","Gefitinib","D001943","malignant neoplasm of breast",0.18057281
"DB00112","Bevacizumab","DB12332","Rucaparib","D001943","malignant neoplasm of breast",0.18053006
"DB00515","Cisplatin","DB00331","Metformin","D001943","malignant neoplasm of breast",0.17981327
"DB00530","Erlotinib","DB00605","Sulindac","D001943","malignant neoplasm of breast",0.1789968
"DB00331","Metformin","DB01119","Diazoxide","D001943","malignant neoplasm of breast",0.1779666
"DB01248","Docetaxel","DB08916","Afatinib","D001943","malignant neoplasm of breast",0.17660436
"DB09035","Nivolumab","DB08912","Dabrafenib","D001943","malignant neoplasm of breast",0.17390823
"DB01229","Paclitaxel","DB08916","Afatinib","D001943","malignant neoplasm of breast",0.17378546
"DB01259","Lapatinib","DB00853","Temozolomide","D001943","malignant neoplasm of breast",0.17302752
"DB00515","Cisplatin","DB09074","Olaparib","D001943","malignant neoplasm of breast",0.17293854
"DB00112","Bevacizumab","DB00317","Gefitinib","D001943","malignant neoplasm of breast",0.17027892
"DB01229","Paclitaxel","DB09079","Nintedanib","D001943","malignant neoplasm of breast",0.17026216
"DB00642","Pemetrexed","DB00317","Gefitinib","D001943","malignant neoplasm of breast",0.16939297
"DB11595","Atezolizumab","DB00441","Gemcitabine","D001943","malignant neoplasm of breast",0.16408198
"DB01101","Capecitabine","DB00305","Mitomycin","D001943","malignant neoplasm of breast",0.16229732
"DB00997","Doxorubicin","DB05109","Trabectedin","D001943","malignant neoplasm of breast",0.16211425
"DB01234","Dexamethasone","DB00322","Floxuridine","D001943","malignant neoplasm of breast",0.16190478
"DB00497","Oxycodone","DB00899","Remifentanil","D001943","malignant neoplasm of breast",0.15825039
"DB01611","Hydroxychloroquine","DB01167","Itraconazole","D001943","malignant neoplasm of breast",0.1573083
"DB01590","Everolimus","DB00398","Sorafenib","D001943","malignant neoplasm of breast",0.15604785
"DB01060","Amoxicillin","DB00766","Clavulanic acid","D001943","malignant neoplasm of breast",0.15599951
"DB09074","Olaparib","DB00002","Cetuximab","D001943","malignant neoplasm of breast",0.15397002
"DB00515","Cisplatin","DB01590","Everolimus","D001943","malignant neoplasm of breast",0.15195572
"DB00642","Pemetrexed","DB06616","Bosutinib","D001943","malignant neoplasm of breast",0.1489789
"DB11595","Atezolizumab","DB11793","Niraparib","D001943","malignant neoplasm of breast",0.14808877
"DB01229","Paclitaxel","DB09053","Ibrutinib","D001943","malignant neoplasm of breast",0.14255904
"DB06287","Temsirolimus","DB01075","Diphenhydramine","D001943","malignant neoplasm of breast",0.14196296
"DB00958","Carboplatin","DB00762","Irinotecan","D001943","malignant neoplasm of breast",0.14185451
"DB01229","Paclitaxel","DB00002","Cetuximab","D001943","malignant neoplasm of breast",0.14161094
"DB00112","Bevacizumab","DB00072","Trastuzumab","D001943","malignant neoplasm of breast",0.14068139
"DB00526","Oxaliplatin","DB00112","Bevacizumab","D001943","malignant neoplasm of breast",0.13983807
"DB01196","Estramustine","DB00361","Vinorelbine","D001943","malignant neoplasm of breast",0.13888451
"DB00281","Lidocaine","DB01075","Diphenhydramine","D001943","malignant neoplasm of breast",0.13884228
"DB00281","Lidocaine","DB00295","Morphine","D001943","malignant neoplasm of breast",0.1381864
"DB01590","Everolimus","DB00317","Gefitinib","D001943","malignant neoplasm of breast",0.13707972
"DB00563","Methotrexate","DB01248","Docetaxel","D001943","malignant neoplasm of breast",0.13673332
"DB00331","Metformin","DB01276","Exenatide","D001943","malignant neoplasm of breast",0.13604893
"DB06243","Eflornithine","DB01128","Bicalutamide","D001943","malignant neoplasm of breast",0.13503247
"DB00996","Gabapentin","DB00316","Acetaminophen","D001943","malignant neoplasm of breast",0.13225225
"DB00997","Doxorubicin","DB01590","Everolimus","D001943","malignant neoplasm of breast",0.13116576
"DB00188","Bortezomib","DB00762","Irinotecan","D001943","malignant neoplasm of breast",0.12902378
"DB01101","Capecitabine","DB01590","Everolimus","D001943","malignant neoplasm of breast",0.12872477
"DB00331","Metformin","DB00367","Levonorgestrel","D001943","malignant neoplasm of breast",0.1283933
"DB01229","Paclitaxel","DB01196","Estramustine","D001943","malignant neoplasm of breast",0.12736216
"DB00635","Prednisone","DB01204","Mitoxantrone","D001943","malignant neoplasm of breast",0.12689763
"DB11714","Durvalumab","DB00002","Cetuximab","D001943","malignant neoplasm of breast",0.12572731
"DB09035","Nivolumab","DB00853","Temozolomide","D001943","malignant neoplasm of breast",0.12529553
"DB00762","Irinotecan","DB00112","Bevacizumab","D001943","malignant neoplasm of breast",0.1245875
"DB00361","Vinorelbine","DB01117","Atovaquone","D001943","malignant neoplasm of breast",0.12438175
"DB01229","Paclitaxel","DB00398","Sorafenib","D001943","malignant neoplasm of breast",0.123793766
"DB01248","Docetaxel","DB00398","Sorafenib","D001943","malignant neoplasm of breast",0.12322926
"DB01156","Bupropion","DB06413","Armodafinil","D001943","malignant neoplasm of breast",0.122781575
"DB09035","Nivolumab","DB00072","Trastuzumab","D001943","malignant neoplasm of breast",0.1225299
"DB01221","Ketamine","DB00683","Midazolam","D001943","malignant neoplasm of breast",0.12163141
"DB00958","Carboplatin","DB14922","Tislelizumab","D001943","malignant neoplasm of breast",0.121366896
"DB01229","Paclitaxel","DB00762","Irinotecan","D001943","malignant neoplasm of breast",0.12132265
"DB00997","Doxorubicin","DB00112","Bevacizumab","D001943","malignant neoplasm of breast",0.12011104
"DB00997","Doxorubicin","DB01181","Ifosfamide","D001943","malignant neoplasm of breast",0.119999416
"DB00860","Prednisolone","DB00571","Propranolol","D001943","malignant neoplasm of breast",0.11928261
"DB09074","Olaparib","DB00072","Trastuzumab","D001943","malignant neoplasm of breast",0.11791887
"DB00531","Cyclophosphamide","DB00112","Bevacizumab","D001943","malignant neoplasm of breast",0.117677376
"DB01181","Ifosfamide","DB06043","Olaratumab","D001943","malignant neoplasm of breast",0.116918765
"DB05578","Ramucirumab","DB12332","Rucaparib","D001943","malignant neoplasm of breast",0.11669774
"DB00002","Cetuximab","DB00072","Trastuzumab","D001943","malignant neoplasm of breast",0.11650547
"DB11595","Atezolizumab","DB11800","Tivozanib","D001943","malignant neoplasm of breast",0.11581925
"DB11945","Avelumab","DB06626","Axitinib","D001943","malignant neoplasm of breast",0.11551896
"DB09035","Nivolumab","DB00002","Cetuximab","D001943","malignant neoplasm of breast",0.115303196
"DB01006","Letrozole","DB06287","Temsirolimus","D001943","malignant neoplasm of breast",0.11486035
"DB00316","Acetaminophen","DB01050","Ibuprofen","D001943","malignant neoplasm of breast",0.114353865
"DB00531","Cyclophosphamide","DB11714","Durvalumab","D001943","malignant neoplasm of breast",0.11416834
"DB01101","Capecitabine","DB00530","Erlotinib","D001943","malignant neoplasm of breast",0.113706134
"DB00650","Leucovorin","DB00544","Fluorouracil","D001943","malignant neoplasm of breast",0.11303381
"DB00958","Carboplatin","DB00188","Bortezomib","D001943","malignant neoplasm of breast",0.112898804
"DB00544","Fluorouracil","DB00002","Cetuximab","D001943","malignant neoplasm of breast",0.11227462
"DB00947","Fulvestrant","DB00675","Tamoxifen","D001943","malignant neoplasm of breast",0.11197842
"DB00390","Digoxin","DB08881","Vemurafenib","D001943","malignant neoplasm of breast",0.11173321
"DB01248","Docetaxel","DB01026","Ketoconazole","D001943","malignant neoplasm of breast",0.11171775
"DB09073","Palbociclib","DB11828","Neratinib","D001943","malignant neoplasm of breast",0.11046427
"DB00741","Hydrocortisone","DB00687","Fludrocortisone","D001943","malignant neoplasm of breast",0.11044566
"DB01229","Paclitaxel","DB01030","Topotecan","D001943","malignant neoplasm of breast",0.10860103
"DB09073","Palbociclib","DB00002","Cetuximab","D001943","malignant neoplasm of breast",0.10821967
"DB01101","Capecitabine","DB01611","Hydroxychloroquine","D001943","malignant neoplasm of breast",0.10661023
"DB00399","Zoledronic acid","DB00282","Pamidronic acid","D001943","malignant neoplasm of breast",0.10637799
"DB01229","Paclitaxel","DB08911","Trametinib","D001943","malignant neoplasm of breast",0.104522124
"DB00331","Metformin","DB00398","Sorafenib","D001943","malignant neoplasm of breast",0.104266785
"DB00642","Pemetrexed","DB00112","Bevacizumab","D001943","malignant neoplasm of breast",0.1040741
"DB00762","Irinotecan","DB00398","Sorafenib","D001943","malignant neoplasm of breast",0.10395003
"DB09074","Olaparib","DB11771","Tremelimumab","D001943","malignant neoplasm of breast",0.10304716
"DB00188","Bortezomib","DB00997","Doxorubicin","D001943","malignant neoplasm of breast",0.102582395
"DB01101","Capecitabine","DB00002","Cetuximab","D001943","malignant neoplasm of breast",0.10161697
"DB00316","Acetaminophen","DB00497","Oxycodone","D001943","malignant neoplasm of breast",0.101054244
"DB00497","Oxycodone","DB00633","Dexmedetomidine","D001943","malignant neoplasm of breast",0.100721404
"DB00531","Cyclophosphamide","DB00480","Lenalidomide","D001943","malignant neoplasm of breast",0.10027467
"DB00046","Insulin lispro","DB00047","Insulin glargine","D011236","prediabetic state",0.5343876
"DB00046","Insulin lispro","DB00040","Glucagon","D011236","prediabetic state",0.26571128
"DB01276","Exenatide","DB00284","Acarbose","D011236","prediabetic state",0.25898227
"DB00203","Sildenafil","DB06335","Saxagliptin","D011236","prediabetic state",0.14048126
"DB00334","Olanzapine","DB00246","Ziprasidone","D011236","prediabetic state",0.13658708
"DB09026","Aliskiren","DB00999","Hydrochlorothiazide","D011236","prediabetic state",0.11998456
"DB01276","Exenatide","DB00284","Acarbose","D018149","glucose intolerance",0.17150867
"DB00296","Ropivacaine","DB00668","Epinephrine","D001416","back pain",0.5830564
"DB00297","Bupivacaine","DB00296","Ropivacaine","D001416","back pain",0.49062958
"DB00297","Bupivacaine","DB00295","Morphine","D001416","back pain",0.43750408
"DB00575","Clonidine","DB01002","Levobupivacaine","D001416","back pain",0.275303
"DB00653","Magnesium sulfate","DB00297","Bupivacaine","D001416","back pain",0.2540604
"DB00620","Triamcinolone","DB00297","Bupivacaine","D001416","back pain",0.2399899
"DB00959","Methylprednisolone","DB00296","Ropivacaine","D001416","back pain",0.23759627
"DB01050","Ibuprofen","DB00899","Remifentanil","D001416","back pain",0.19468695
"DB00959","Methylprednisolone","DB00996","Gabapentin","D001416","back pain",0.19331114
"DB00297","Bupivacaine","DB00575","Clonidine","D001416","back pain",0.1418631
"DB00281","Lidocaine","DB00296","Ropivacaine","D001416","back pain",0.13833551
"DB00297","Bupivacaine","DB00633","Dexmedetomidine","D001416","back pain",0.13347162
"DB00297","Bupivacaine","DB01236","Sevoflurane","D001416","back pain",0.12457299
"DB00813","Fentanyl","DB00296","Ropivacaine","D001416","back pain",0.12011356
"DB00788","Naproxen","DB00193","Tramadol","D001416","back pain",0.11910585
"DB00281","Lidocaine","DB01018","Guanfacine","D001416","back pain",0.1137653
"DB00813","Fentanyl","DB00454","Meperidine","D001416","back pain",0.11272839
"DB00281","Lidocaine","DB00540","Nortriptyline","D001416","back pain",0.10815616
"DB00281","Lidocaine","DB01018","Guanfacine","D017116","low back pain",0.5680778
"DB00297","Bupivacaine","DB01236","Sevoflurane","D017116","low back pain",0.41090912
"DB00281","Lidocaine","DB00540","Nortriptyline","D017116","low back pain",0.35020882
"DB00653","Magnesium sulfate","DB00297","Bupivacaine","D017116","low back pain",0.24314214
"DB00297","Bupivacaine","DB00295","Morphine","D017116","low back pain",0.22136675
"DB00959","Methylprednisolone","DB00996","Gabapentin","D017116","low back pain",0.17349865
"DB06774","Capsaicin","DB00586","Diclofenac","D017116","low back pain",0.16981007
"DB00959","Methylprednisolone","DB00296","Ropivacaine","D017116","low back pain",0.1654565
"DB00620","Triamcinolone","DB00297","Bupivacaine","D017116","low back pain",0.15944862
"DB00297","Bupivacaine","DB00633","Dexmedetomidine","D017116","low back pain",0.13939103
"DB00181","Baclofen","DB01151","Desipramine","D017116","low back pain",0.13228418
"DB00107","Oxytocin","DB00852","Pseudoephedrine","D016640","gestational diabetes",0.24615043
"DB00046","Insulin lispro","DB00047","Insulin glargine","D016640","gestational diabetes",0.12088579
"DB00503","Ritonavir","DB16691","Nirmatrelvir","D003920","diabetes mellitus",0.8565069
"DB06285","Teriparatide","DB00630","Alendronic acid","D003920","diabetes mellitus",0.83736885
"DB06212","Tolvaptan","DB00211","Midodrine","D003920","diabetes mellitus",0.8025981
"DB00421","Spironolactone","DB00310","Chlorthalidone","D003920","diabetes mellitus",0.7888136
"DB09026","Aliskiren","DB00178","Ramipril","D003920","diabetes mellitus",0.7813669
"DB01276","Exenatide","DB00284","Acarbose","D003920","diabetes mellitus",0.71485376
"DB00864","Tacrolimus","DB01590","Everolimus","D003920","diabetes mellitus",0.69330394
"DB01012","Cinacalcet","DB00630","Alendronic acid","D003920","diabetes mellitus",0.68834555
"DB09038","Empagliflozin","DB01294","Bismuth subsalicylate","D003920","diabetes mellitus",0.65806806
"DB00381","Amlodipine","DB00178","Ramipril","D003920","diabetes mellitus",0.6364294
"DB01076","Atorvastatin","DB00658","Sevelamer","D003920","diabetes mellitus",0.59962463
"DB06643","Denosumab","DB00630","Alendronic acid","D003920","diabetes mellitus",0.5823796
"DB00635","Prednisone","DB00864","Tacrolimus","D003920","diabetes mellitus",0.54662913
"DB00973","Ezetimibe","DB11936","Bempedoic acid","D003920","diabetes mellitus",0.5369381
"DB00640","Adenosine","DB06213","Regadenoson","D003920","diabetes mellitus",0.50813544
"DB00758","Clopidogrel","DB06209","Prasugrel","D003920","diabetes mellitus",0.504398
"DB00177","Valsartan","DB01098","Rosuvastatin","D003920","diabetes mellitus",0.46810013
"DB06285","Teriparatide","DB01012","Cinacalcet","D003920","diabetes mellitus",0.44371802
"DB00381","Amlodipine","DB09026","Aliskiren","D003920","diabetes mellitus",0.4272515
"DB06285","Teriparatide","DB00884","Risedronic acid","D003920","diabetes mellitus",0.41881227
"DB00482","Celecoxib","DB01016","Glyburide","D003920","diabetes mellitus",0.36961684
"DB04854","Febuxostat","DB11560","Lesinurad","D003920","diabetes mellitus",0.3554041
"DB00381","Amlodipine","DB00966","Telmisartan","D003920","diabetes mellitus",0.3336563
"DB00297","Bupivacaine","DB01364","Ephedrine","D003920","diabetes mellitus",0.32913104
"DB01098","Rosuvastatin","DB00973","Ezetimibe","D003920","diabetes mellitus",0.31904426
"DB01076","Atorvastatin","DB00258","Calcium acetate","D003920","diabetes mellitus",0.31252086
"DB00542","Benazepril","DB01611","Hydroxychloroquine","D003920","diabetes mellitus",0.30848312
"DB00254","Doxycycline","DB01029","Irbesartan","D003920","diabetes mellitus",0.3072075
"DB00682","Warfarin","DB13136","Fluindione","D003920","diabetes mellitus",0.29803628
"DB00682","Warfarin","DB08813","Nadroparin","D003920","diabetes mellitus",0.2920533
"DB00884","Risedronic acid","DB01277","Mecasermin","D003920","diabetes mellitus",0.2753126
"DB01132","Pioglitazone","DB00727","Nitroglycerin","D003920","diabetes mellitus",0.26809508
"DB06262","Droxidopa","DB00335","Atenolol","D003920","diabetes mellitus",0.2679709
"DB00531","Cyclophosphamide","DB00993","Azathioprine","D003920","diabetes mellitus",0.25824657
"DB00594","Amiloride","DB00310","Chlorthalidone","D003920","diabetes mellitus",0.23941408
"DB08879","Belimumab","DB00073","Rituximab","D003920","diabetes mellitus",0.23315105
"DB00388","Phenylephrine","DB01364","Ephedrine","D003920","diabetes mellitus",0.23049453
"DB00624","Testosterone","DB00014","Goserelin","D003920","diabetes mellitus",0.21644492
"DB00820","Tadalafil","DB00178","Ramipril","D003920","diabetes mellitus",0.2152439
"DB00722","Lisinopril","DB00264","Metoprolol","D003920","diabetes mellitus",0.21489312
"DB01076","Atorvastatin","DB00641","Simvastatin","D003920","diabetes mellitus",0.2039139
"DB00381","Amlodipine","DB00177","Valsartan","D003920","diabetes mellitus",0.19617198
"DB00437","Allopurinol","DB11560","Lesinurad","D003920","diabetes mellitus",0.19474463
"DB00999","Hydrochlorothiazide","DB00519","Trandolapril","D003920","diabetes mellitus",0.18639691
"DB01076","Atorvastatin","DB00973","Ezetimibe","D003920","diabetes mellitus",0.17953688
"DB01076","Atorvastatin","DB13873","Fenofibric acid","D003920","diabetes mellitus",0.16441984
"DB01394","Colchicine","DB01098","Rosuvastatin","D003920","diabetes mellitus",0.1632305
"DB00683","Midazolam","DB00818","Propofol","D003920","diabetes mellitus",0.16216703
"DB00295","Morphine","DB08816","Ticagrelor","D003920","diabetes mellitus",0.15562858
