"condition_id","condition_name","drug1_id","drug1_name","drug2_id","drug2_name","scores"
"D007319","sleep initiation and maintenance disorders","DB00472","Fluoxetine","DB00514","Dextromethorphan",0.20705937
"D006506","hepatitis a","DB00811","Ribavirin","DB00443","Betamethasone",0.80834544
"D006506","hepatitis a","DB00503","Ritonavir","DB00932","Tipranavir",0.57526153
"D006506","hepatitis a","DB00563","Methotrexate","DB00092","Alefacept",0.16225588
"D006509","hepatitis b","DB00503","Ritonavir","DB00932","Tipranavir",0.7769146
"D006509","hepatitis b","DB00811","Ribavirin","DB08934","Sofosbuvir",0.53328335
"D006509","hepatitis b","DB08934","Sofosbuvir","DB06290","Simeprevir",0.47473127
"D019694","hepatitis b, chronic","DB00091","Cyclosporine","DB06290","Simeprevir",0.6302974
"D019694","hepatitis b, chronic","DB08934","Sofosbuvir","DB06290","Simeprevir",0.5425891
"D019694","hepatitis b, chronic","DB01601","Lopinavir","DB06817","Raltegravir",0.53485894
"D006521","hepatitis, chronic","DB00811","Ribavirin","DB00443","Betamethasone",0.6975046
"D006521","hepatitis, chronic","DB00091","Cyclosporine","DB06290","Simeprevir",0.5914504
"D006521","hepatitis, chronic","DB00860","Prednisolone","DB06372","Rilonacept",0.41689816
"D004827","epilepsy","DB01202","Levetiracetam","DB00683","Midazolam",0.44621372
"D004827","epilepsy","DB01221","Ketamine","DB00683","Midazolam",0.38955337
"D004827","epilepsy","DB01235","Levodopa","DB05271","Rotigotine",0.38535684
"D010300","parkinson disease","DB00740","Riluzole","DB12243","Edaravone",0.82122725
"D010300","parkinson disease","DB00566","Succimer","DB00859","Penicillamine",0.7232561
"D010300","parkinson disease","DB00860","Prednisolone","DB00877","Sirolimus",0.5824699
"D018450","disease exacerbation","DB08893","Mirabegron","DB01036","Tolterodine",0.69757295
"D018450","disease exacerbation","DB09074","Olaparib","DB11771","Tremelimumab",0.4488819
"D018450","disease exacerbation","DB01221","Ketamine","DB00633","Dexmedetomidine",0.23774678
"D011014","pneumonia","DB08903","Bedaquiline","DB00339","Pyrazinamide",0.9004267
"D011014","pneumonia","DB00388","Phenylephrine","DB00852","Pseudoephedrine",0.74769455
"D011014","pneumonia","DB00080","Daptomycin","DB00828","Fosfomycin",0.74559665
"D053717","pneumonia, ventilator-associated","DB00254","Doxycycline","DB12825","Lefamulin",0.81714153
"D053717","pneumonia, ventilator-associated","DB00760","Meropenem","DB00303","Ertapenem",0.5711908
"D053717","pneumonia, ventilator-associated","DB00512","Vancomycin","DB00601","Linezolid",0.48915723
"D011225","pre-eclampsia","DB00653","Magnesium sulfate","DB00818","Propofol",0.39975125
"D011225","pre-eclampsia","DB00302","Tranexamic acid","DB00343","Diltiazem",0.25645047
"D011225","pre-eclampsia","DB00818","Propofol","DB00899","Remifentanil",0.23514894
"D014069","tonsillitis","DB00497","Oxycodone","DB00295","Morphine",0.17826259
"D020181","sleep apnea, obstructive","DB00996","Gabapentin","DB00843","Donepezil",0.1979003
"D012008","relapse","DB01128","Bicalutamide","DB00481","Raloxifene",0.7721887
"D012008","relapse","DB08911","Trametinib","DB08912","Dabrafenib",0.6730327
"D012008","relapse","DB09035","Nivolumab","DB14851","Relatlimab",0.66972274
"D006261","headache","DB00281","Lidocaine","DB01018","Guanfacine",0.6667288
"D006261","headache","DB00465","Ketorolac","DB01233","Metoclopramide",0.43731624
"D006261","headache","DB00316","Acetaminophen","DB00956","Hydrocodone",0.39179784
"D006547","hernia","DB00297","Bupivacaine","DB01364","Ephedrine",0.1673949
"D006547","hernia","DB00297","Bupivacaine","DB00633","Dexmedetomidine",0.10112265
"D004938","esophageal neoplasms","DB00072","Trastuzumab","DB06366","Pertuzumab",0.4365323
"D004938","esophageal neoplasms","DB09037","Pembrolizumab","DB00112","Bevacizumab",0.3114138
"D004938","esophageal neoplasms","DB00958","Carboplatin","DB00928","Azacitidine",0.27294624
"D000437","alcohol use disorder","DB01156","Bupropion","DB00402","Eszopiclone",0.75047135
"D000437","alcohol use disorder","DB01175","Escitalopram","DB00402","Eszopiclone",0.5567351
"D000437","alcohol use disorder","DB00334","Olanzapine","DB00363","Clozapine",0.49966958
"D003424","crohn disease","DB00916","Metronidazole","DB01212","Ceftriaxone",0.55615604
"D003424","crohn disease","DB00065","Infliximab","DB09033","Vedolizumab",0.25002125
"D003424","crohn disease","DB01060","Amoxicillin","DB00736","Esomeprazole",0.14774598
"D008268","degeneration, macular","DB01085","Pilocarpine","DB00692","Phentolamine",0.60120386
"D008268","degeneration, macular","DB01394","Colchicine","DB00806","Pentoxifylline",0.43679073
"D008268","degeneration, macular","DB00635","Prednisone","DB05679","Ustekinumab",0.3132302
"D000230","adenocarcinoma","DB09074","Olaparib","DB11771","Tremelimumab",0.76286954
"D000230","adenocarcinoma","DB01006","Letrozole","DB09073","Palbociclib",0.75312763
"D000230","adenocarcinoma","DB09330","Osimertinib","DB11652","Tucatinib",0.7470317
"D018269","carcinoma, endometrioid","DB09037","Pembrolizumab","DB09078","Lenvatinib",0.22232923
"D018269","carcinoma, endometrioid","DB00515","Cisplatin","DB01229","Paclitaxel",0.17202903
"D018269","carcinoma, endometrioid","DB00515","Cisplatin","DB00997","Doxorubicin",0.11299013
"D002295","carcinoma, transitional cell","DB11714","Durvalumab","DB11771","Tremelimumab",0.78244686
"D002295","carcinoma, transitional cell","DB00544","Fluorouracil","DB01005","Hydroxyurea",0.1765523
"D002295","carcinoma, transitional cell","DB00441","Gemcitabine","DB00526","Oxaliplatin",0.13060169
"D006473","postpartum hemorrhage","DB00929","Misoprostol","DB00917","Dinoprostone",0.8333015
"D006473","postpartum hemorrhage","DB00624","Testosterone","DB00308","Ibutilide",0.25918078
"D006470","hemorrhage","DB00929","Misoprostol","DB00917","Dinoprostone",0.86746025
"D006470","hemorrhage","DB00203","Sildenafil","DB00193","Tramadol",0.7477701
"D006470","hemorrhage","DB00929","Misoprostol","DB00834","Mifepristone",0.74761254
"D007239","infection","DB00455","Loratadine","DB00283","Clemastine",0.9422197
"D007239","infection","DB01394","Colchicine","DB04854","Febuxostat",0.92127997
"D007239","infection","DB00043","Omalizumab","DB01075","Diphenhydramine",0.89553905
"D045169","severe acute respiratory syndrome","DB08895","Tofacitinib","DB01611","Hydroxychloroquine",0.45159882
"D045169","severe acute respiratory syndrome","DB00065","Infliximab","DB14761","Remdesivir",0.35886857
"D045169","severe acute respiratory syndrome","DB01109","Heparin","DB01225","Enoxaparin",0.20445691
"D002177","candidiasis","DB00043","Omalizumab","DB01167","Itraconazole",0.7196203
"D002177","candidiasis","DB00681","Amphotericin B","DB01099","Flucytosine",0.5596391
"D002177","candidiasis","DB00196","Fluconazole","DB01099","Flucytosine",0.35609293
"D002180","candidiasis, oral","DB01141","Micafungin","DB12471","Ibrexafungerp",0.21282756
"D010523","peripheral nervous system diseases","DB01009","Ketoprofen","DB01233","Metoclopramide",0.66461307
"D010523","peripheral nervous system diseases","DB01234","Dexamethasone","DB01233","Metoclopramide",0.630649
"D010523","peripheral nervous system diseases","DB00281","Lidocaine","DB00540","Nortriptyline",0.61577827
"D003929","diabetic neuropathies","DB00297","Bupivacaine","DB00633","Dexmedetomidine",0.23849675
"D003929","diabetic neuropathies","DB00422","Methylphenidate","DB01224","Quetiapine",0.13198249
"D003929","diabetic neuropathies","DB01202","Levetiracetam","DB00252","Phenytoin",0.118902564
"D002303","low cardiac output","DB00187","Esmolol","DB00235","Milrinone",0.21696873
"D006556","heroin dependence","DB00313","Valproic acid","DB00502","Haloperidol",0.10088366
"D011305","presbyopia","DB00959","Methylprednisolone","DB00736","Esomeprazole",0.3957031
"D005770","gastrointestinal neoplasms","DB00515","Cisplatin","DB00293","Raltitrexed",0.76923335
"D005770","gastrointestinal neoplasms","DB00482","Celecoxib","DB00105","Interferon alfa-2b",0.6670283
"D005770","gastrointestinal neoplasms","DB01101","Capecitabine","DB01259","Lapatinib",0.6561425
"D009325","nausea","DB09020","Bisacodyl","DB00581","Lactulose",0.5469091
"D009325","nausea","DB06723","Aluminum hydroxide","DB09104","Magnesium hydroxide",0.5057308
"D009325","nausea","DB06708","Lumefantrine","DB06697","Artemether",0.20268087
"D014839","vomiting","DB01233","Metoclopramide","DB01075","Diphenhydramine",0.28994668
"D014839","vomiting","DB00334","Olanzapine","DB01238","Aripiprazole",0.20560724
"D020529","multiple sclerosis, acute relapsing","DB00763","Methimazole","DB00550","Propylthiouracil",0.77917063
"D020529","multiple sclerosis, acute relapsing","DB00959","Methylprednisolone","DB11988","Ocrelizumab",0.649252
"D020529","multiple sclerosis, acute relapsing","DB01221","Ketamine","DB00683","Midazolam",0.5214383
"D006689","hodgkin disease","DB02546","Vorinostat","DB00982","Isotretinoin",0.6002705
"D006689","hodgkin disease","DB00480","Lenalidomide","DB06176","Romidepsin",0.56431353
"D006689","hodgkin disease","DB00631","Clofarabine","DB01204","Mitoxantrone",0.35263813
"D007676","kidney failure, chronic","DB00310","Chlorthalidone","DB00887","Bumetanide",0.5419036
"D007676","kidney failure, chronic","DB06724","Calcium carbonate","DB06410","Doxercalciferol",0.41299957
"D007676","kidney failure, chronic","DB00811","Ribavirin","DB08934","Sofosbuvir",0.2286428
"D006962","hyperparathyroidism, secondary","DB01012","Cinacalcet","DB00630","Alendronic acid",0.29219514
"D003865","involutional depression","DB01175","Escitalopram","DB00593","Ethosuximide",0.7375088
"D003865","involutional depression","DB00476","Duloxetine","DB01104","Sertraline",0.3595604
"D003865","involutional depression","DB01221","Ketamine","DB00704","Naltrexone",0.30307838
"D007022","hypotension","DB06262","Droxidopa","DB00335","Atenolol",0.38958812
"D007022","hypotension","DB00999","Hydrochlorothiazide","DB00594","Amiloride",0.38074842
"D007022","hypotension","DB00388","Phenylephrine","DB12661","Urapidil",0.2855881
"D016638","critical illness","DB01598","Imipenem","DB01597","Cilastatin",0.75558746
"D016638","critical illness","DB00582","Voriconazole","DB00362","Anidulafungin",0.42104647
"D016638","critical illness","DB00512","Vancomycin","DB01327","Cefazolin",0.24169458
"D018805","pyemia","DB01060","Amoxicillin","DB00766","Clavulanic acid",0.88650286
"D018805","pyemia","DB09099","Somatostatin","DB00104","Octreotide",0.49129105
"D018805","pyemia","DB01060","Amoxicillin","DB00736","Esomeprazole",0.47673103
"D013118","spinal cord diseases","DB01076","Atorvastatin","DB00641","Simvastatin",0.4979627
"D013118","spinal cord diseases","DB01204","Mitoxantrone","DB00060","Interferon beta-1a",0.30957296
"D013118","spinal cord diseases","DB00683","Midazolam","DB00818","Propofol",0.3009738
"D001855","bone marrow diseases","DB08935","Obinutuzumab","DB11581","Venetoclax",0.62046313
"D001855","bone marrow diseases","DB00437","Allopurinol","DB00049","Rasburicase",0.6141433
"D001855","bone marrow diseases","DB00188","Bortezomib","DB01262","Decitabine",0.609633
"D000755","anemia, sickle cell","DB00368","Norepinephrine","DB11842","Angiotensin II",0.5034796
"D000755","anemia, sickle cell","DB08934","Sofosbuvir","DB11613","Velpatasvir",0.39558098
"D000755","anemia, sickle cell","DB09146","Iron sucrose","DB00621","Oxandrolone",0.2210179
"D001661","biliary tract neoplasm","DB00531","Cyclophosphamide","DB01073","Fludarabine",0.14785591
"D001661","biliary tract neoplasm","DB00762","Irinotecan","DB00526","Oxaliplatin",0.14005694
"D001661","biliary tract neoplasm","DB00958","Carboplatin","DB01229","Paclitaxel",0.13315737
"D014376","tuberculosis","DB00601","Linezolid","DB00355","Aztreonam",0.7582877
"D014376","tuberculosis","DB00878","Chlorhexidine","DB00410","Mupirocin",0.71476334
"D014376","tuberculosis","DB01060","Amoxicillin","DB00736","Esomeprazole",0.6278271
"D003110","cancer of colon","DB09300","Butylscopolamine","DB09020","Bisacodyl",0.5214644
"D003110","cancer of colon","DB00002","Cetuximab","DB11945","Avelumab",0.43345124
"D003110","cancer of colon","DB09037","Pembrolizumab","DB09074","Olaparib",0.31389615
"D009181","mycoses","DB03619","Deoxycholic acid","DB00681","Amphotericin B",0.92456484
"D009181","mycoses","DB00207","Azithromycin","DB00671","Cefixime",0.5579326
"D009181","mycoses","DB00531","Cyclophosphamide","DB01073","Fludarabine",0.415064
"D001228","aspergillosis","DB00582","Voriconazole","DB00681","Amphotericin B",0.10155931
"D014777","virus diseases","DB06708","Lumefantrine","DB06697","Artemether",0.93907547
"D014777","virus diseases","DB00455","Loratadine","DB00283","Clemastine",0.890852
"D014777","virus diseases","DB00921","Buprenorphine","DB01183","Naloxone",0.84947103
"D008659","metabolic diseases","DB00503","Ritonavir","DB16691","Nirmatrelvir",0.9928686
"D008659","metabolic diseases","DB00999","Hydrochlorothiazide","DB00384","Triamterene",0.85158926
"D008659","metabolic diseases","DB00999","Hydrochlorothiazide","DB00722","Lisinopril",0.8411499
"D044882","glucose metabolism disorders","DB00999","Hydrochlorothiazide","DB00722","Lisinopril",0.9118372
"D044882","glucose metabolism disorders","DB00503","Ritonavir","DB16691","Nirmatrelvir",0.90924925
"D044882","glucose metabolism disorders","DB00790","Perindopril","DB00808","Indapamide",0.8704505
"D004700","endocrine system diseases","DB00503","Ritonavir","DB16691","Nirmatrelvir",0.9465459
"D004700","endocrine system diseases","DB00722","Lisinopril","DB00585","Nizatidine",0.8597155
"D004700","endocrine system diseases","DB06287","Temsirolimus","DB01075","Diphenhydramine",0.81864166
"D003248","constipation","DB01220","Rifaximin","DB12554","Mebeverine",0.6914122
"D003248","constipation","DB00297","Bupivacaine","DB00844","Nalbuphine",0.15926935
"D003248","constipation","DB00507","Nitazoxanide","DB00581","Lactulose",0.1556734
"D043183","irritable bowel syndrome","DB09274","Artesunate","DB11672","Curcumin",0.19345166
"D043183","irritable bowel syndrome","DB01233","Metoclopramide","DB00863","Ranitidine",0.18957596
"D043183","irritable bowel syndrome","DB00916","Metronidazole","DB00994","Neomycin",0.13629907
"D003967","diarrhea","DB06708","Lumefantrine","DB06697","Artemether",0.73403484
"D003967","diarrhea","DB09274","Artesunate","DB11672","Curcumin",0.73172
"D003967","diarrhea","DB00916","Metronidazole","DB01212","Ceftriaxone",0.3974826
"D006099","granuloma","DB00958","Carboplatin","DB01229","Paclitaxel",0.14574967
"D012128","respiratory distress syndrome, adult","DB00813","Fentanyl","DB00818","Propofol",0.3358194
"D055371","acute lung injury","DB00060","Interferon beta-1a","DB14761","Remdesivir",0.12216646
"D055371","acute lung injury","DB00635","Prednisone","DB09079","Nintedanib",0.10533973
"D009765","obesity","DB00820","Tadalafil","DB08932","Macitentan",0.69961315
"D009765","obesity","DB01156","Bupropion","DB00704","Naltrexone",0.6992907
"D009765","obesity","DB00107","Oxytocin","DB01364","Ephedrine",0.57021433
"D006394","hemangiosarcoma","DB01248","Docetaxel","DB00530","Erlotinib",0.31076524
"D006394","hemangiosarcoma","DB11945","Avelumab","DB06626","Axitinib",0.13511996
"D006390","hemangioendothelioma","DB00959","Methylprednisolone","DB00877","Sirolimus",0.16432245
"D006528","carcinoma, hepatocellular","DB06605","Apixaban","DB06228","Rivaroxaban",0.70289123
"D006528","carcinoma, hepatocellular","DB00482","Celecoxib","DB00105","Interferon alfa-2b",0.58018255
"D006528","carcinoma, hepatocellular","DB09035","Nivolumab","DB09037","Pembrolizumab",0.5108566
"D005901","glaucoma","DB00807","Proparacaine","DB00809","Tropicamide",0.6683927
"D005901","glaucoma","DB00112","Bevacizumab","DB01270","Ranibizumab",0.5826061
"D005901","glaucoma","DB01270","Ranibizumab","DB00460","Verteporfin",0.50552166
"D005902","glaucoma, open-angle","DB01234","Dexamethasone","DB00112","Bevacizumab",0.384059
"D005902","glaucoma, open-angle","DB08885","Aflibercept","DB01270","Ranibizumab",0.20728692
"D005902","glaucoma, open-angle","DB00112","Bevacizumab","DB01270","Ranibizumab",0.20585771
"D002278","carcinoma in situ","DB00947","Fulvestrant","DB01217","Anastrozole",0.22163266
"D044584","ductal carcinoma","DB00958","Carboplatin","DB01229","Paclitaxel",0.41971102
"D044584","ductal carcinoma","DB00958","Carboplatin","DB01248","Docetaxel",0.13666025
"D044584","ductal carcinoma","DB00958","Carboplatin","DB00642","Pemetrexed",0.11896015
"D006333","heart failure","DB00841","Dobutamine","DB06213","Regadenoson",0.69549936
"D006333","heart failure","DB00841","Dobutamine","DB00235","Milrinone",0.67775065
"D006333","heart failure","DB00640","Adenosine","DB06213","Regadenoson",0.6267889
"D004487","edema","DB00654","Latanoprost","DB00373","Timolol",0.6118744
"D004487","edema","DB00654","Latanoprost","DB01194","Brinzolamide",0.49882564
"D004487","edema","DB00588","Fluticasone propionate","DB00959","Methylprednisolone",0.46627718
"D003327","disease, coronary heart","DB00640","Adenosine","DB00975","Dipyridamole",0.75476944
"D003327","disease, coronary heart","DB00331","Metformin","DB00273","Topiramate",0.73263514
